antecedent,consequent,support,confidence,lift
"['14', '21', '8']",['38'],0.05,0.81,1.06
"['14', '21', '11']",['38'],0.06,0.8,1.06
"['14', '28', '21']",['36'],0.05,0.71,1.13
"['14', '28', '21']",['38'],0.06,0.79,1.05
"['14', '48', '21']",['38'],0.06,0.82,1.08
"['14', '38', '21']",['36'],0.07,0.7,1.12
"['14', '21', '36']",['38'],0.07,0.81,1.07
"['14', '21']",['38'],0.1,0.8,1.06
"['29', '21', '43']",['38'],0.05,0.85,1.12
"['29', '21', '40']",['38'],0.05,0.83,1.09
"['29', '47', '21']",['38'],0.05,0.86,1.13
"['39', '29', '21']",['38'],0.05,0.79,1.05
"['29', '21', '17']",['38'],0.06,0.85,1.12
"['29', '21', '9']",['38'],0.06,0.84,1.11
"['3', '29', '21']",['36'],0.05,0.76,1.21
"['3', '29', '21']",['38'],0.05,0.82,1.08
"['28', '29', '21']",['36'],0.05,0.75,1.2
"['28', '29', '21']",['38'],0.05,0.79,1.05
"['8', '29', '21']",['38'],0.06,0.81,1.07
"['29', '21', '11']",['36'],0.06,0.77,1.22
"['29', '21', '11']",['38'],0.06,0.79,1.05
"['48', '29', '21']",['36'],0.05,0.72,1.15
"['48', '29', '21']",['38'],0.06,0.85,1.12
"['29', '21']",['36'],0.1,0.73,1.16
"['29', '21', '36']",['38'],0.08,0.83,1.09
"['29', '21', '38']",['36'],0.08,0.73,1.17
"['29', '21']",['38'],0.11,0.82,1.08
"['39', '21', '43']",['38'],0.05,0.81,1.07
"['21', '9', '43']",['38'],0.05,0.82,1.08
"['43', '21', '40']",['38'],0.05,0.8,1.05
"['8', '21', '43']",['38'],0.06,0.83,1.1
"['21', '43', '17']",['38'],0.06,0.84,1.1
"['21', '47', '43']",['36'],0.05,0.75,1.2
"['21', '47', '43']",['38'],0.06,0.82,1.09
"['3', '21', '43']",['36'],0.05,0.71,1.13
"['3', '21', '43']",['38'],0.06,0.83,1.1
"['43', '21', '11']",['36'],0.06,0.78,1.24
"['43', '21', '11']",['38'],0.06,0.82,1.09
"['28', '21', '43']",['36'],0.05,0.73,1.16
"['28', '21', '43']",['38'],0.06,0.8,1.06
"['48', '21', '43']",['38'],0.06,0.82,1.08
"['21', '43']",['36'],0.1,0.72,1.14
"['43', '21', '36']",['38'],0.08,0.82,1.08
"['38', '21', '43']",['36'],0.08,0.73,1.15
"['21', '43']",['38'],0.11,0.81,1.07
"['21', '47', '40']",['38'],0.05,0.8,1.06
"['39', '47', '21']",['38'],0.06,0.83,1.09
"['3', '21', '47']",['38'],0.06,0.83,1.1
"['21', '47', '17']",['36'],0.05,0.73,1.16
"['21', '47', '17']",['38'],0.06,0.85,1.13
"['21', '47', '9']",['36'],0.05,0.73,1.17
"['21', '47', '9']",['38'],0.06,0.81,1.08
"['48', '21', '47']",['38'],0.06,0.83,1.1
"['21', '47', '11']",['36'],0.06,0.76,1.21
"['21', '47', '11']",['38'],0.06,0.86,1.13
"['28', '47', '21']",['38'],0.06,0.83,1.1
"['8', '21', '47']",['36'],0.06,0.74,1.18
"['8', '21', '47']",['38'],0.06,0.82,1.08
"['21', '47']",['36'],0.1,0.71,1.14
"['38', '47', '21']",['36'],0.08,0.73,1.16
"['21', '47', '36']",['38'],0.08,0.83,1.09
"['21', '47']",['38'],0.12,0.81,1.07
"['21', '9', '40']",['38'],0.05,0.78,1.04
"['39', '21', '40']",['38'],0.06,0.8,1.06
"['3', '21', '40']",['38'],0.06,0.79,1.05
"['21', '40', '17']",['38'],0.06,0.83,1.09
"['28', '21', '40']",['38'],0.06,0.8,1.05
"['8', '21', '40']",['38'],0.06,0.8,1.06
"['48', '21', '40']",['38'],0.06,0.8,1.06
"['40', '21', '11']",['36'],0.06,0.72,1.14
"['40', '21', '11']",['38'],0.07,0.81,1.08
"['40', '21', '36']",['38'],0.08,0.78,1.04
"['21', '40']",['38'],0.11,0.79,1.04
"['39', '21', '9']",['38'],0.06,0.82,1.08
"['28', '21', '9']",['36'],0.05,0.72,1.14
"['28', '21', '9']",['38'],0.06,0.79,1.05
"['3', '21', '9']",['36'],0.05,0.72,1.14
"['3', '21', '9']",['38'],0.06,0.82,1.08
"['21', '9', '17']",['38'],0.06,0.85,1.13
"['21', '9', '11']",['36'],0.06,0.72,1.15
"['21', '9', '11']",['38'],0.06,0.8,1.05
"['8', '21', '9']",['36'],0.06,0.7,1.12
"['8', '21', '9']",['38'],0.06,0.79,1.05
"['48', '21', '9']",['38'],0.07,0.79,1.05
"['21', '9', '36']",['38'],0.08,0.79,1.05
"['21', '9']",['38'],0.12,0.79,1.05
"['3', '39', '21']",['38'],0.06,0.82,1.08
"['39', '21', '17']",['38'],0.06,0.83,1.1
"['39', '28', '21']",['36'],0.06,0.71,1.14
"['39', '28', '21']",['38'],0.06,0.77,1.02
"['8', '39', '21']",['36'],0.06,0.72,1.15
"['8', '39', '21']",['38'],0.07,0.79,1.05
"['48', '39', '21']",['38'],0.07,0.8,1.06
"['39', '21', '11']",['36'],0.06,0.72,1.14
"['39', '21', '11']",['38'],0.07,0.79,1.04
"['39', '21', '36']",['38'],0.08,0.8,1.05
"['39', '21']",['38'],0.12,0.79,1.05
"['3', '21', '17']",['38'],0.06,0.84,1.11
"['8', '3', '21']",['36'],0.06,0.72,1.14
"['8', '3', '21']",['38'],0.06,0.82,1.08
"['3', '28', '21']",['36'],0.06,0.71,1.13
"['3', '28', '21']",['38'],0.06,0.81,1.07
"['3', '21', '48']",['38'],0.07,0.82,1.08
"['3', '21', '11']",['36'],0.06,0.73,1.17
"['3', '21', '11', '36']",['38'],0.05,0.79,1.05
"['3', '38', '21', '11']",['36'],0.05,0.72,1.15
"['3', '21', '11']",['38'],0.07,0.81,1.07
"['3', '21', '36']",['38'],0.08,0.81,1.07
"['3', '21']",['38'],0.12,0.8,1.06
"['28', '21', '17']",['36'],0.05,0.7,1.12
"['28', '21', '17']",['38'],0.06,0.79,1.05
"['8', '21', '17']",['36'],0.06,0.71,1.13
"['8', '21', '17']",['38'],0.06,0.82,1.08
"['48', '21', '17']",['38'],0.07,0.83,1.1
"['21', '11', '17']",['38'],0.07,0.82,1.09
"['21', '36', '17']",['38'],0.09,0.84,1.12
"['21', '17']",['38'],0.13,0.82,1.09
"['8', '28', '21']",['36'],0.06,0.71,1.13
"['8', '28', '21']",['38'],0.07,0.78,1.02
"['8', '48', '21', '36']",['38'],0.05,0.87,1.15
"['8', '48', '38', '21']",['36'],0.05,0.72,1.15
"['8', '48', '21']",['38'],0.07,0.82,1.09
"['8', '21', '11']",['36'],0.06,0.72,1.15
"['8', '11', '21', '36']",['38'],0.05,0.82,1.08
"['8', '38', '21', '11']",['36'],0.05,0.73,1.17
"['8', '21', '11']",['38'],0.07,0.81,1.06
"['8', '21']",['36'],0.11,0.7,1.12
"['8', '38', '21']",['36'],0.09,0.73,1.16
"['8', '21', '36']",['38'],0.09,0.81,1.07
"['8', '21']",['38'],0.13,0.79,1.04
"['28', '21', '11']",['36'],0.06,0.72,1.14
"['28', '21', '11']",['38'],0.07,0.79,1.04
"['48', '28', '21', '36']",['38'],0.05,0.84,1.11
"['48', '28', '21', '38']",['36'],0.05,0.7,1.12
"['48', '28', '21']",['38'],0.07,0.81,1.08
"['28', '21', '36']",['38'],0.09,0.79,1.05
"['28', '21', '38']",['36'],0.09,0.7,1.12
"['28', '21']",['38'],0.13,0.78,1.03
"['48', '21', '11']",['36'],0.06,0.7,1.12
"['48', '21', '11', '36']",['38'],0.05,0.81,1.08
"['48', '38', '21', '11']",['36'],0.05,0.71,1.12
"['48', '21', '11']",['38'],0.07,0.81,1.07
"['21', '11']",['36'],0.12,0.71,1.13
"['11', '21', '36']",['38'],0.1,0.8,1.05
"['38', '21', '11']",['36'],0.1,0.71,1.12
"['21', '11']",['38'],0.13,0.8,1.06
"['48', '21', '36']",['38'],0.09,0.82,1.09
"['48', '21']",['38'],0.14,0.8,1.06
"['21', '36']",['38'],0.17,0.8,1.05
['21'],['38'],0.25,0.79,1.04
"['14', '35', '29']",['38'],0.05,0.79,1.04
"['3', '35', '29']",['36'],0.05,0.74,1.17
"['3', '35', '29']",['38'],0.06,0.81,1.07
"['35', '29', '43']",['36'],0.05,0.76,1.22
"['35', '29', '43']",['38'],0.05,0.78,1.03
"['35', '29', '9']",['36'],0.05,0.73,1.16
"['35', '29', '9']",['38'],0.06,0.85,1.12
"['35', '39', '29']",['36'],0.05,0.72,1.14
"['35', '39', '29']",['38'],0.06,0.8,1.06
"['35', '29', '40']",['36'],0.05,0.74,1.18
"['35', '29', '40']",['38'],0.06,0.81,1.08
"['35', '29', '17']",['38'],0.06,0.83,1.1
"['35', '29', '47']",['38'],0.06,0.81,1.06
"['8', '35', '29']",['38'],0.06,0.8,1.06
"['35', '29', '11']",['36'],0.06,0.71,1.13
"['35', '29', '11']",['38'],0.06,0.78,1.03
"['35', '29', '48']",['36'],0.06,0.73,1.16
"['35', '29', '48', '36']",['38'],0.05,0.81,1.07
"['35', '29', '48', '38']",['36'],0.05,0.75,1.2
"['35', '29', '48']",['38'],0.07,0.79,1.04
"['35', '29', '28']",['36'],0.06,0.73,1.16
"['35', '29', '28', '36']",['38'],0.05,0.82,1.09
"['35', '29', '28', '38']",['36'],0.05,0.74,1.18
"['35', '29', '28']",['38'],0.07,0.81,1.07
"['35', '29']",['36'],0.1,0.7,1.12
"['35', '29', '36']",['38'],0.08,0.79,1.05
"['35', '29', '38']",['36'],0.08,0.72,1.15
"['35', '29']",['38'],0.12,0.78,1.02
"['14', '35', '43']",['36'],0.05,0.73,1.16
"['14', '35', '43']",['38'],0.06,0.82,1.09
"['14', '35', '9']",['38'],0.06,0.84,1.11
"['14', '35', '17']",['38'],0.06,0.85,1.13
"['14', '35', '47']",['38'],0.06,0.82,1.08
"['14', '35', '40']",['36'],0.06,0.72,1.15
"['14', '35', '40']",['38'],0.07,0.86,1.13
"['14', '35', '3']",['38'],0.07,0.84,1.12
"['14', '35', '39']",['36'],0.06,0.7,1.12
"['14', '35', '39']",['38'],0.07,0.85,1.12
"['14', '35', '8', '36']",['38'],0.05,0.9,1.19
"['14', '35', '38', '8']",['36'],0.05,0.73,1.16
"['14', '35', '8']",['38'],0.07,0.85,1.12
"['14', '35', '28']",['36'],0.06,0.72,1.15
"['14', '35', '28', '36']",['38'],0.06,0.87,1.15
"['14', '35', '28', '38']",['36'],0.06,0.74,1.18
"['14', '35', '28']",['38'],0.08,0.85,1.12
"['14', '35', '11', '36']",['38'],0.05,0.85,1.12
"['14', '35', '11']",['38'],0.07,0.83,1.1
"['14', '35', '48', '36']",['38'],0.05,0.83,1.1
"['14', '35', '48']",['38'],0.08,0.83,1.09
"['14', '35', '36']",['38'],0.09,0.85,1.12
"['14', '35']",['38'],0.13,0.82,1.09
"['35', '39', '43']",['36'],0.05,0.71,1.13
"['35', '39', '43']",['38'],0.06,0.81,1.07
"['35', '9', '43']",['36'],0.06,0.73,1.16
"['35', '9', '43']",['38'],0.06,0.81,1.07
"['35', '47', '43']",['36'],0.06,0.71,1.14
"['35', '47', '43']",['38'],0.07,0.83,1.1
"['35', '43', '17']",['38'],0.07,0.82,1.09
"['3', '35', '43']",['36'],0.06,0.72,1.14
"['3', '35', '43']",['38'],0.07,0.8,1.05
"['35', '43', '40']",['36'],0.07,0.75,1.19
"['36', '43', '35', '40']",['38'],0.05,0.79,1.04
"['35', '43', '38', '40']",['36'],0.05,0.75,1.2
"['35', '43', '40']",['38'],0.07,0.79,1.04
"['8', '35', '43']",['36'],0.06,0.71,1.13
"['8', '35', '43', '36']",['38'],0.05,0.86,1.14
"['8', '35', '38', '43']",['36'],0.05,0.73,1.17
"['8', '35', '43']",['38'],0.07,0.84,1.11
"['35', '43', '11']",['36'],0.07,0.71,1.14
"['36', '43', '35', '11']",['38'],0.05,0.82,1.08
"['35', '43', '38', '11']",['36'],0.05,0.73,1.16
"['35', '43', '11']",['38'],0.07,0.8,1.06
"['35', '28', '43']",['36'],0.07,0.76,1.2
"['35', '43', '28', '36']",['38'],0.06,0.85,1.13
"['35', '28', '43', '38']",['36'],0.06,0.77,1.22
"['35', '28', '43']",['38'],0.08,0.84,1.11
"['35', '48', '43']",['36'],0.07,0.73,1.16
"['35', '43', '48', '36']",['38'],0.05,0.79,1.04
"['35', '38', '48', '43']",['36'],0.05,0.73,1.17
"['35', '48', '43']",['38'],0.07,0.79,1.04
"['35', '43']",['36'],0.12,0.72,1.15
"['35', '43', '36']",['38'],0.09,0.8,1.06
"['35', '38', '43']",['36'],0.09,0.73,1.16
"['35', '43']",['38'],0.13,0.79,1.05
"['35', '39', '9']",['38'],0.06,0.81,1.07
"['35', '47', '9']",['38'],0.06,0.8,1.05
"['35', '9', '17']",['38'],0.07,0.82,1.08
"['3', '35', '9']",['36'],0.06,0.72,1.15
"['3', '35', '9', '36']",['38'],0.05,0.84,1.11
"['3', '35', '9', '38']",['36'],0.05,0.74,1.18
"['3', '35', '9']",['38'],0.07,0.82,1.08
"['35', '9', '40']",['38'],0.07,0.82,1.08
"['8', '35', '9', '36']",['38'],0.05,0.84,1.11
"['8', '35', '38', '9']",['36'],0.05,0.7,1.12
"['8', '35', '9']",['38'],0.07,0.83,1.09
"['35', '28', '9']",['36'],0.06,0.71,1.13
"['35', '28', '9', '36']",['38'],0.05,0.85,1.12
"['35', '28', '9', '38']",['36'],0.05,0.72,1.15
"['35', '28', '9']",['38'],0.08,0.84,1.11
"['35', '11', '9', '36']",['38'],0.05,0.83,1.09
"['35', '9', '11']",['38'],0.07,0.82,1.08
"['35', '48', '9', '36']",['38'],0.05,0.83,1.09
"['35', '48', '9']",['38'],0.08,0.81,1.07
"['35', '9', '36']",['38'],0.09,0.81,1.07
"['35', '9']",['38'],0.13,0.8,1.05
"['35', '39', '47']",['36'],0.06,0.7,1.12
"['35', '39', '47']",['38'],0.07,0.82,1.09
"['35', '47', '17']",['36'],0.06,0.7,1.12
"['35', '47', '36', '17']",['38'],0.05,0.86,1.13
"['35', '38', '47', '17']",['36'],0.05,0.71,1.13
"['35', '47', '17']",['38'],0.07,0.84,1.12
"['3', '35', '47']",['36'],0.06,0.71,1.13
"['3', '35', '47', '36']",['38'],0.05,0.85,1.12
"['3', '35', '47', '38']",['36'],0.05,0.73,1.16
"['3', '35', '47']",['38'],0.07,0.82,1.09
"['35', '47', '40']",['36'],0.06,0.7,1.12
"['35', '47', '40']",['38'],0.07,0.83,1.09
"['8', '35', '47']",['36'],0.06,0.7,1.12
"['8', '35', '47', '36']",['38'],0.05,0.84,1.11
"['8', '35', '38', '47']",['36'],0.05,0.72,1.15
"['8', '35', '47']",['38'],0.07,0.82,1.08
"['35', '47', '11', '36']",['38'],0.06,0.83,1.1
"['35', '38', '47', '11']",['36'],0.06,0.7,1.12
"['35', '47', '11']",['38'],0.08,0.83,1.09
"['35', '47', '28', '48']",['38'],0.06,0.88,1.17
"['35', '28', '47']",['36'],0.07,0.71,1.13
"['35', '28', '47', '36']",['38'],0.06,0.87,1.15
"['35', '28', '47', '38']",['36'],0.06,0.72,1.14
"['35', '28', '47']",['38'],0.09,0.85,1.13
"['35', '47', '48', '36']",['38'],0.06,0.84,1.11
"['35', '47', '38', '48']",['36'],0.06,0.7,1.12
"['35', '47', '48']",['38'],0.08,0.83,1.09
"['35', '38', '47']",['36'],0.1,0.7,1.12
"['35', '47', '36']",['38'],0.1,0.83,1.09
"['35', '47']",['38'],0.14,0.81,1.07
"['35', '40', '17']",['38'],0.07,0.82,1.09
"['35', '39', '17']",['38'],0.07,0.83,1.1
"['3', '35', '36', '17']",['38'],0.05,0.88,1.16
"['3', '35', '38', '17']",['36'],0.05,0.7,1.12
"['3', '35', '17']",['38'],0.07,0.84,1.11
"['35', '28', '17']",['36'],0.07,0.71,1.13
"['35', '28', '36', '17']",['38'],0.06,0.87,1.15
"['35', '28', '38', '17']",['36'],0.06,0.72,1.14
"['35', '28', '17']",['38'],0.08,0.86,1.14
"['8', '35', '36', '17']",['38'],0.05,0.84,1.11
"['8', '35', '38', '17']",['36'],0.05,0.7,1.12
"['8', '35', '17']",['38'],0.08,0.82,1.08
"['35', '48', '36', '17']",['38'],0.06,0.85,1.13
"['35', '48', '17']",['38'],0.08,0.84,1.11
"['35', '11', '36', '17']",['38'],0.06,0.85,1.13
"['35', '38', '11', '17']",['36'],0.06,0.7,1.12
"['35', '11', '17']",['38'],0.08,0.83,1.09
"['35', '36', '17']",['38'],0.1,0.83,1.1
"['35', '17']",['38'],0.14,0.82,1.08
"['3', '39', '35']",['36'],0.06,0.71,1.12
"['3', '39', '35']",['38'],0.07,0.82,1.09
"['35', '39', '40']",['36'],0.06,0.72,1.15
"['36', '35', '39', '40']",['38'],0.05,0.8,1.05
"['35', '39', '40', '38']",['36'],0.05,0.71,1.13
"['35', '39', '40']",['38'],0.07,0.81,1.07
"['35', '39', '28']",['36'],0.07,0.74,1.18
"['35', '39', '28', '36']",['38'],0.06,0.84,1.11
"['35', '39', '28', '38']",['36'],0.06,0.75,1.19
"['35', '39', '28']",['38'],0.08,0.83,1.1
"['35', '39', '48', '36']",['38'],0.05,0.81,1.07
"['35', '39', '48']",['38'],0.08,0.81,1.07
"['8', '35', '39']",['36'],0.07,0.71,1.13
"['8', '35', '39', '36']",['38'],0.06,0.84,1.11
"['8', '35', '39', '38']",['36'],0.06,0.71,1.14
"['8', '35', '39']",['38'],0.08,0.84,1.1
"['35', '39', '11']",['36'],0.07,0.7,1.12
"['35', '39', '11', '36']",['38'],0.06,0.8,1.06
"['35', '39', '11', '38']",['36'],0.06,0.71,1.14
"['35', '39', '11']",['38'],0.08,0.79,1.05
"['35', '39', '36']",['38'],0.1,0.8,1.06
"['35', '39', '38']",['36'],0.1,0.7,1.12
"['35', '39']",['38'],0.14,0.8,1.05
"['3', '35', '40']",['36'],0.07,0.72,1.15
"['3', '36', '35', '40']",['38'],0.05,0.82,1.08
"['3', '35', '40', '38']",['36'],0.05,0.73,1.16
"['3', '35', '40']",['38'],0.07,0.81,1.07
"['35', '28', '48', '40']",['38'],0.05,0.87,1.15
"['8', '35', '28', '40']",['38'],0.05,0.86,1.14
"['35', '28', '40']",['36'],0.07,0.75,1.19
"['36', '35', '28', '40']",['38'],0.06,0.85,1.13
"['35', '28', '40', '38']",['36'],0.06,0.75,1.19
"['35', '28', '40']",['38'],0.08,0.85,1.13
"['35', '48', '11', '40']",['38'],0.05,0.83,1.09
"['35', '40', '11']",['36'],0.07,0.7,1.12
"['36', '35', '11', '40']",['38'],0.06,0.81,1.07
"['35', '40', '11']",['38'],0.08,0.82,1.08
"['8', '35', '48', '40']",['38'],0.05,0.83,1.1
"['35', '48', '40']",['36'],0.07,0.7,1.12
"['35', '36', '48', '40']",['38'],0.06,0.8,1.06
"['35', '48', '40']",['38'],0.09,0.82,1.08
"['8', '35', '40']",['36'],0.08,0.74,1.17
"['8', '36', '35', '40']",['38'],0.06,0.79,1.05
"['8', '35', '38', '40']",['36'],0.06,0.72,1.15
"['8', '35', '40']",['38'],0.09,0.81,1.07
"['35', '40']",['36'],0.13,0.71,1.13
"['35', '40', '36']",['38'],0.1,0.79,1.05
"['35', '38', '40']",['36'],0.1,0.7,1.12
"['35', '40']",['38'],0.14,0.8,1.06
"['8', '3', '35']",['36'],0.07,0.74,1.18
"['8', '3', '35', '36']",['38'],0.06,0.84,1.11
"['8', '3', '35', '38']",['36'],0.06,0.77,1.22
"['8', '3', '35']",['38'],0.08,0.81,1.07
"['3', '35', '28', '48']",['38'],0.05,0.86,1.14
"['3', '35', '28', '11']",['38'],0.05,0.86,1.13
"['3', '35', '28']",['36'],0.07,0.74,1.17
"['3', '35', '28', '36']",['38'],0.06,0.87,1.15
"['3', '35', '28', '38']",['36'],0.06,0.75,1.19
"['3', '35', '28']",['38'],0.09,0.86,1.14
"['3', '35', '48', '11']",['38'],0.05,0.81,1.07
"['3', '35', '48', '36']",['38'],0.06,0.83,1.1
"['3', '35', '48', '38']",['36'],0.06,0.72,1.14
"['3', '35', '48']",['38'],0.08,0.8,1.06
"['3', '35', '11']",['36'],0.08,0.7,1.12
"['3', '35', '11', '36']",['38'],0.06,0.85,1.12
"['3', '35', '11', '38']",['36'],0.06,0.73,1.16
"['3', '35', '11']",['38'],0.09,0.82,1.08
"['3', '35', '38']",['36'],0.1,0.72,1.14
"['3', '35', '36']",['38'],0.1,0.82,1.09
"['3', '35']",['38'],0.15,0.8,1.06
"['8', '35', '28', '11']",['38'],0.05,0.84,1.1
"['8', '35', '28', '48']",['38'],0.05,0.84,1.11
"['8', '35', '28']",['36'],0.08,0.72,1.15
"['8', '35', '28', '36']",['38'],0.07,0.85,1.12
"['8', '35', '28', '38']",['36'],0.07,0.74,1.17
"['8', '35', '28']",['38'],0.09,0.83,1.1
"['8', '35', '48', '11']",['38'],0.05,0.8,1.06
"['8', '35', '11', '36']",['38'],0.06,0.82,1.09
"['8', '35', '38', '11']",['36'],0.06,0.71,1.13
"['8', '35', '11']",['38'],0.09,0.8,1.06
"['8', '35', '48', '36']",['38'],0.06,0.83,1.1
"['8', '35', '38', '48']",['36'],0.06,0.71,1.14
"['8', '35', '48']",['38'],0.09,0.8,1.06
"['8', '35', '38']",['36'],0.11,0.71,1.14
"['8', '35', '36']",['38'],0.11,0.81,1.08
"['8', '35']",['38'],0.15,0.8,1.05
"['35', '28', '48', '11']",['38'],0.06,0.84,1.11
"['35', '28', '11']",['36'],0.08,0.72,1.14
"['35', '28', '11', '36']",['38'],0.07,0.85,1.12
"['35', '28', '11', '38']",['36'],0.07,0.73,1.16
"['35', '28', '11']",['38'],0.09,0.83,1.1
"['35', '28', '48', '36']",['38'],0.07,0.87,1.15
"['35', '28', '48', '38']",['36'],0.07,0.72,1.14
"['35', '28', '48']",['38'],0.1,0.85,1.12
"['35', '28']",['36'],0.14,0.71,1.14
"['35', '28', '36']",['38'],0.12,0.84,1.11
"['35', '28', '38']",['36'],0.12,0.73,1.16
"['35', '28']",['38'],0.16,0.82,1.09
"['35', '48', '11', '36']",['38'],0.07,0.8,1.06
"['35', '48', '11']",['38'],0.09,0.79,1.05
"['35', '11', '36']",['38'],0.11,0.81,1.07
"['35', '38', '11']",['36'],0.11,0.7,1.12
"['35', '11']",['38'],0.16,0.79,1.05
"['35', '48', '36']",['38'],0.11,0.8,1.06
"['35', '48']",['38'],0.16,0.79,1.05
"['35', '36']",['38'],0.2,0.8,1.05
['35'],['38'],0.29,0.78,1.03
"['14', '29', '43']",['36'],0.06,0.78,1.24
"['14', '29', '43']",['38'],0.06,0.78,1.04
"['39', '29', '43']",['38'],0.06,0.79,1.05
"['3', '29', '43']",['36'],0.06,0.75,1.2
"['3', '43', '29', '36']",['38'],0.05,0.84,1.11
"['3', '29', '43', '38']",['36'],0.05,0.77,1.23
"['3', '29', '43']",['38'],0.07,0.82,1.09
"['29', '9', '43']",['36'],0.06,0.74,1.18
"['43', '29', '9', '36']",['38'],0.05,0.84,1.11
"['29', '9', '43', '38']",['36'],0.05,0.77,1.23
"['29', '9', '43']",['38'],0.07,0.81,1.07
"['29', '47', '43']",['36'],0.06,0.73,1.17
"['43', '29', '47', '36']",['38'],0.05,0.85,1.12
"['29', '47', '43', '38']",['36'],0.05,0.76,1.21
"['29', '47', '43']",['38'],0.07,0.82,1.09
"['29', '43', '17']",['36'],0.06,0.71,1.14
"['29', '43', '17']",['38'],0.07,0.82,1.08
"['43', '29', '40']",['36'],0.06,0.77,1.22
"['36', '43', '29', '40']",['38'],0.05,0.85,1.12
"['43', '29', '40', '38']",['36'],0.05,0.8,1.27
"['43', '29', '40']",['38'],0.07,0.82,1.08
"['8', '43', '29', '36']",['38'],0.05,0.86,1.13
"['8', '29', '43', '38']",['36'],0.05,0.71,1.13
"['8', '29', '43']",['38'],0.07,0.83,1.1
"['29', '28', '43']",['36'],0.07,0.77,1.22
"['43', '29', '28', '36']",['38'],0.06,0.84,1.11
"['29', '28', '43', '38']",['36'],0.06,0.77,1.23
"['29', '28', '43']",['38'],0.08,0.84,1.1
"['43', '29', '11']",['36'],0.07,0.73,1.16
"['36', '43', '29', '11']",['38'],0.06,0.83,1.09
"['43', '29', '11', '38']",['36'],0.06,0.74,1.17
"['43', '29', '11']",['38'],0.08,0.82,1.08
"['48', '29', '43']",['36'],0.07,0.74,1.18
"['48', '43', '29', '36']",['38'],0.06,0.86,1.13
"['48', '29', '43', '38']",['36'],0.06,0.75,1.2
"['48', '29', '43']",['38'],0.08,0.84,1.11
"['29', '43']",['36'],0.12,0.72,1.15
"['43', '29', '36']",['38'],0.1,0.82,1.08
"['29', '43', '38']",['36'],0.1,0.74,1.19
"['29', '43']",['38'],0.13,0.79,1.05
"['14', '29', '40']",['36'],0.06,0.7,1.12
"['14', '29', '40']",['38'],0.06,0.82,1.08
"['14', '39', '29']",['36'],0.06,0.71,1.13
"['14', '39', '29']",['38'],0.06,0.8,1.05
"['14', '29', '47']",['36'],0.06,0.7,1.12
"['14', '29', '47']",['38'],0.06,0.79,1.05
"['14', '3', '29']",['38'],0.07,0.8,1.06
"['14', '29', '9']",['38'],0.07,0.82,1.09
"['14', '29', '17']",['38'],0.07,0.82,1.09
"['14', '29', '28', '36']",['38'],0.05,0.83,1.1
"['14', '29', '28', '38']",['36'],0.05,0.71,1.13
"['14', '29', '28']",['38'],0.07,0.82,1.08
"['14', '29', '11']",['36'],0.06,0.71,1.12
"['14', '11', '29', '36']",['38'],0.05,0.81,1.07
"['14', '29', '11', '38']",['36'],0.05,0.72,1.15
"['14', '29', '11']",['38'],0.07,0.79,1.04
"['14', '29', '8', '36']",['38'],0.05,0.85,1.12
"['14', '29', '8', '38']",['36'],0.05,0.7,1.12
"['14', '29', '8']",['38'],0.07,0.82,1.09
"['14', '48', '29']",['36'],0.07,0.73,1.16
"['14', '48', '29', '36']",['38'],0.06,0.83,1.09
"['14', '48', '29', '38']",['36'],0.06,0.74,1.17
"['14', '48', '29']",['38'],0.08,0.82,1.08
"['14', '29', '36']",['38'],0.09,0.8,1.06
"['14', '29', '38']",['36'],0.09,0.71,1.13
"['14', '29']",['38'],0.13,0.79,1.04
"['47', '39', '29']",['38'],0.07,0.82,1.09
"['29', '47', '40']",['38'],0.07,0.82,1.08
"['3', '29', '47']",['36'],0.06,0.71,1.14
"['3', '29', '47', '36']",['38'],0.05,0.86,1.14
"['3', '29', '47', '38']",['36'],0.05,0.75,1.2
"['3', '29', '47']",['38'],0.07,0.82,1.08
"['29', '47', '36', '17']",['38'],0.05,0.86,1.14
"['38', '29', '47', '17']",['36'],0.05,0.71,1.13
"['29', '47', '17']",['38'],0.08,0.85,1.12
"['47', '28', '29', '36']",['38'],0.05,0.86,1.14
"['47', '28', '29']",['38'],0.08,0.84,1.1
"['29', '47', '9', '36']",['38'],0.05,0.85,1.12
"['29', '47', '9']",['38'],0.08,0.83,1.09
"['11', '29', '47', '36']",['38'],0.06,0.84,1.11
"['29', '47', '11', '38']",['36'],0.06,0.7,1.12
"['29', '47', '11']",['38'],0.08,0.83,1.09
"['8', '29', '47', '36']",['38'],0.05,0.86,1.14
"['8', '29', '47']",['38'],0.08,0.82,1.09
"['48', '29', '47', '36']",['38'],0.06,0.87,1.15
"['48', '29', '47', '38']",['36'],0.06,0.72,1.15
"['48', '29', '47']",['38'],0.09,0.84,1.11
"['29', '47', '36']",['38'],0.1,0.83,1.1
"['29', '47', '38']",['36'],0.1,0.7,1.12
"['29', '47']",['38'],0.14,0.8,1.06
"['29', '9', '40']",['38'],0.07,0.81,1.07
"['29', '40', '17']",['38'],0.07,0.83,1.09
"['3', '29', '40']",['36'],0.06,0.72,1.14
"['3', '36', '29', '40']",['38'],0.05,0.82,1.09
"['3', '29', '40', '38']",['36'],0.05,0.72,1.15
