antecedent,consequent,support,confidence,lift
"['34', '36', '28']",['38'],0.05,0.81,1.07
"['34', '38', '28']",['36'],0.05,0.7,1.12
"['35', '36', '28']",['38'],0.12,0.84,1.11
"['35', '38', '28']",['36'],0.12,0.73,1.16
"['35', '39', '28']",['36'],0.07,0.74,1.18
"['35', '40', '28']",['36'],0.07,0.75,1.19
"['35', '43', '28']",['36'],0.07,0.76,1.2
"['35', '47', '28']",['36'],0.07,0.71,1.13
"['35', '8', '28']",['36'],0.08,0.72,1.15
"['35', '9', '28']",['36'],0.06,0.71,1.13
"['35', '39', '28']",['38'],0.08,0.83,1.1
"['35', '40', '28']",['38'],0.08,0.85,1.13
"['35', '43', '28']",['38'],0.08,0.84,1.11
"['35', '47', '28']",['38'],0.09,0.85,1.13
"['35', '48', '28']",['38'],0.1,0.85,1.12
"['35', '8', '28']",['38'],0.09,0.83,1.1
"['35', '9', '28']",['38'],0.08,0.84,1.11
"['39', '36', '28']",['38'],0.13,0.8,1.06
"['4', '36', '28']",['38'],0.06,0.83,1.09
"['40', '36', '28']",['38'],0.12,0.81,1.07
"['42', '36', '28']",['38'],0.07,0.84,1.11
"['43', '36', '28']",['38'],0.12,0.82,1.08
"['43', '38', '28']",['36'],0.12,0.71,1.13
"['47', '36', '28']",['38'],0.12,0.83,1.09
"['48', '36', '28']",['38'],0.15,0.83,1.09
"['49', '36', '28']",['38'],0.07,0.8,1.05
"['5', '36', '28']",['38'],0.07,0.8,1.06
"['7', '36', '28']",['38'],0.07,0.81,1.07
"['8', '36', '28']",['38'],0.13,0.79,1.05
"['9', '36', '28']",['38'],0.12,0.81,1.07
"['43', '39', '28']",['36'],0.07,0.7,1.12
"['8', '39', '28']",['36'],0.09,0.7,1.12
"['43', '40', '28']",['36'],0.07,0.71,1.14
"['47', '43', '28']",['36'],0.08,0.7,1.12
"['8', '43', '28']",['36'],0.07,0.71,1.13
"['8', '7', '28']",['36'],0.05,0.72,1.15
"['39', '40', '28']",['38'],0.09,0.81,1.06
"['42', '39', '28']",['38'],0.05,0.82,1.08
"['43', '39', '28']",['38'],0.08,0.81,1.07
"['47', '39', '28']",['38'],0.09,0.84,1.11
"['48', '39', '28']",['38'],0.11,0.83,1.09
"['49', '39', '28']",['38'],0.06,0.8,1.06
"['5', '39', '28']",['38'],0.06,0.81,1.07
"['7', '39', '28']",['38'],0.06,0.85,1.13
"['8', '39', '28']",['38'],0.1,0.79,1.05
"['9', '39', '28']",['38'],0.09,0.82,1.08
"['42', '40', '28']",['38'],0.05,0.83,1.1
"['43', '40', '28']",['38'],0.08,0.82,1.08
"['47', '40', '28']",['38'],0.09,0.82,1.09
"['48', '40', '28']",['38'],0.1,0.83,1.1
"['49', '40', '28']",['38'],0.06,0.84,1.11
"['5', '40', '28']",['38'],0.05,0.82,1.08
"['7', '40', '28']",['38'],0.05,0.82,1.09
"['8', '40', '28']",['38'],0.1,0.81,1.07
"['9', '40', '28']",['38'],0.08,0.82,1.08
"['47', '42', '28']",['38'],0.05,0.84,1.1
"['48', '42', '28']",['38'],0.06,0.85,1.12
"['8', '42', '28']",['38'],0.05,0.82,1.09
"['47', '43', '28']",['38'],0.09,0.82,1.08
"['48', '43', '28']",['38'],0.1,0.85,1.13
"['49', '43', '28']",['38'],0.05,0.8,1.06
"['7', '43', '28']",['38'],0.05,0.88,1.16
"['8', '43', '28']",['38'],0.09,0.84,1.1
"['9', '43', '28']",['38'],0.08,0.82,1.08
"['48', '47', '28']",['38'],0.11,0.85,1.12
"['5', '47', '28']",['38'],0.05,0.79,1.05
"['47', '7', '28']",['38'],0.05,0.85,1.12
"['47', '8', '28']",['38'],0.1,0.83,1.09
"['47', '9', '28']",['38'],0.09,0.82,1.09
"['48', '49', '28']",['38'],0.06,0.83,1.1
"['48', '5', '28']",['38'],0.06,0.81,1.07
"['48', '7', '28']",['38'],0.06,0.86,1.14
"['48', '8', '28']",['38'],0.11,0.8,1.06
"['48', '9', '28']",['38'],0.1,0.83,1.1
"['8', '49', '28']",['38'],0.05,0.8,1.05
"['5', '8', '28']",['38'],0.05,0.78,1.03
"['8', '7', '28']",['38'],0.06,0.79,1.04
"['9', '7', '28']",['38'],0.05,0.85,1.13
"['8', '9', '28']",['38'],0.09,0.83,1.1
"['35', '29', '3']",['36'],0.05,0.74,1.17
"['35', '29', '3']",['38'],0.06,0.81,1.07
"['29', '3', '36']",['38'],0.11,0.81,1.08
"['29', '3', '38']",['36'],0.11,0.71,1.14
"['29', '3', '39']",['36'],0.06,0.71,1.14
"['29', '3', '40']",['36'],0.06,0.72,1.14
"['29', '3', '43']",['36'],0.06,0.75,1.2
"['29', '3', '47']",['36'],0.06,0.71,1.14
"['48', '29', '3']",['36'],0.07,0.71,1.13
"['8', '29', '3']",['36'],0.07,0.71,1.13
"['9', '29', '3']",['36'],0.07,0.73,1.17
"['29', '3', '39']",['38'],0.07,0.82,1.09
"['29', '3', '40']",['38'],0.07,0.82,1.08
"['29', '3', '43']",['38'],0.07,0.82,1.09
"['29', '3', '47']",['38'],0.07,0.82,1.08
"['48', '29', '3']",['38'],0.09,0.82,1.08
"['8', '29', '3']",['38'],0.08,0.79,1.05
"['9', '29', '3']",['38'],0.08,0.84,1.11
"['33', '29', '36']",['38'],0.06,0.8,1.05
"['48', '33', '29']",['38'],0.05,0.79,1.05
"['33', '29', '8']",['38'],0.05,0.8,1.06
"['35', '29', '36']",['38'],0.08,0.79,1.05
"['35', '29', '38']",['36'],0.08,0.72,1.15
"['35', '29', '39']",['36'],0.05,0.72,1.14
"['35', '29', '40']",['36'],0.05,0.74,1.18
"['35', '29', '43']",['36'],0.05,0.76,1.22
"['35', '48', '29']",['36'],0.06,0.73,1.16
"['35', '29', '9']",['36'],0.05,0.73,1.16
"['35', '29', '39']",['38'],0.06,0.8,1.06
"['35', '29', '40']",['38'],0.06,0.81,1.08
"['35', '29', '43']",['38'],0.05,0.78,1.03
"['35', '29', '47']",['38'],0.06,0.81,1.06
"['35', '48', '29']",['38'],0.07,0.79,1.04
"['35', '8', '29']",['38'],0.06,0.8,1.06
"['35', '29', '9']",['38'],0.06,0.85,1.12
"['29', '36', '39']",['38'],0.1,0.8,1.06
"['29', '40', '36']",['38'],0.1,0.82,1.09
"['29', '40', '38']",['36'],0.1,0.71,1.12
"['29', '42', '36']",['38'],0.06,0.82,1.09
"['29', '43', '36']",['38'],0.1,0.82,1.08
"['29', '43', '38']",['36'],0.1,0.74,1.19
"['29', '36', '47']",['38'],0.1,0.83,1.1
"['29', '38', '47']",['36'],0.1,0.7,1.12
"['48', '29', '36']",['38'],0.12,0.83,1.09
"['48', '29', '38']",['36'],0.12,0.71,1.12
"['29', '49', '36']",['38'],0.06,0.79,1.04
"['5', '29', '36']",['38'],0.06,0.82,1.08
"['5', '29', '38']",['36'],0.06,0.74,1.18
"['29', '7', '36']",['38'],0.06,0.8,1.05
"['8', '29', '36']",['38'],0.11,0.81,1.07
"['29', '9', '36']",['38'],0.1,0.82,1.08
"['29', '43', '40']",['36'],0.06,0.77,1.22
"['48', '29', '40']",['36'],0.08,0.72,1.15
"['29', '43', '47']",['36'],0.06,0.73,1.17
"['48', '29', '43']",['36'],0.07,0.74,1.18
"['29', '9', '43']",['36'],0.06,0.74,1.18
"['48', '29', '9']",['36'],0.07,0.71,1.12
"['29', '40', '39']",['38'],0.07,0.81,1.07
"['29', '43', '39']",['38'],0.06,0.79,1.05
"['47', '29', '39']",['38'],0.07,0.82,1.09
"['48', '29', '39']",['38'],0.09,0.83,1.1
"['8', '29', '39']",['38'],0.08,0.8,1.05
"['29', '9', '39']",['38'],0.08,0.82,1.09
"['29', '43', '40']",['38'],0.07,0.82,1.08
"['29', '40', '47']",['38'],0.07,0.82,1.08
"['48', '29', '40']",['38'],0.09,0.84,1.11
"['8', '29', '40']",['38'],0.08,0.81,1.08
"['29', '9', '40']",['38'],0.07,0.81,1.07
"['29', '43', '47']",['38'],0.07,0.82,1.09
"['48', '29', '43']",['38'],0.08,0.84,1.11
"['8', '29', '43']",['38'],0.07,0.83,1.1
"['29', '9', '43']",['38'],0.07,0.81,1.07
"['48', '29', '47']",['38'],0.09,0.84,1.11
"['8', '29', '47']",['38'],0.08,0.82,1.09
"['29', '9', '47']",['38'],0.08,0.83,1.09
"['48', '29', '7']",['38'],0.05,0.84,1.11
"['48', '8', '29']",['38'],0.1,0.83,1.09
"['48', '29', '9']",['38'],0.09,0.83,1.1
"['8', '29', '9']",['38'],0.09,0.85,1.12
"['39', '36', '34']",['38'],0.05,0.81,1.06
"['39', '38', '34']",['36'],0.05,0.71,1.13
"['43', '36', '34']",['38'],0.06,0.84,1.11
"['43', '38', '34']",['36'],0.06,0.76,1.21
"['47', '36', '34']",['38'],0.05,0.79,1.05
"['47', '38', '34']",['36'],0.05,0.72,1.15
"['48', '36', '34']",['38'],0.07,0.79,1.05
"['48', '38', '34']",['36'],0.07,0.7,1.12
"['8', '36', '34']",['38'],0.06,0.82,1.08
"['8', '38', '34']",['36'],0.06,0.71,1.13
"['9', '36', '34']",['38'],0.05,0.79,1.04
"['48', '8', '34']",['38'],0.05,0.8,1.06
"['4', '36', '39']",['38'],0.06,0.82,1.08
"['4', '38', '39']",['36'],0.06,0.71,1.12
"['40', '36', '39']",['38'],0.11,0.81,1.07
"['42', '36', '39']",['38'],0.06,0.82,1.09
"['43', '36', '39']",['38'],0.1,0.82,1.08
"['47', '36', '39']",['38'],0.11,0.83,1.1
"['48', '36', '39']",['38'],0.13,0.82,1.08
"['49', '36', '39']",['38'],0.07,0.79,1.05
"['5', '36', '39']",['38'],0.07,0.81,1.08
"['7', '36', '39']",['38'],0.07,0.83,1.1
"['8', '36', '39']",['38'],0.13,0.82,1.08
"['9', '36', '39']",['38'],0.11,0.8,1.06
"['4', '40', '36']",['38'],0.05,0.79,1.05
"['4', '43', '36']",['38'],0.05,0.81,1.07
"['4', '43', '38']",['36'],0.05,0.75,1.2
"['48', '4', '36']",['38'],0.06,0.84,1.11
"['4', '8', '36']",['38'],0.06,0.84,1.11
"['4', '9', '36']",['38'],0.05,0.87,1.14
"['42', '40', '36']",['38'],0.06,0.8,1.06
"['40', '43', '36']",['38'],0.11,0.8,1.06
"['40', '43', '38']",['36'],0.11,0.72,1.14
"['40', '36', '47']",['38'],0.11,0.8,1.06
"['48', '40', '36']",['38'],0.13,0.8,1.05
"['40', '49', '36']",['38'],0.06,0.79,1.04
"['5', '40', '36']",['38'],0.07,0.81,1.08
"['40', '7', '36']",['38'],0.07,0.8,1.05
"['8', '40', '36']",['38'],0.13,0.79,1.05
"['9', '40', '36']",['38'],0.1,0.79,1.04
"['42', '43', '36']",['38'],0.05,0.85,1.13
"['42', '36', '47']",['38'],0.07,0.82,1.09
"['48', '42', '36']",['38'],0.07,0.82,1.09
"['8', '42', '36']",['38'],0.07,0.83,1.1
"['42', '9', '36']",['38'],0.06,0.82,1.09
"['43', '36', '47']",['38'],0.11,0.84,1.1
"['43', '38', '47']",['36'],0.11,0.71,1.13
"['48', '43', '36']",['38'],0.12,0.83,1.1
"['49', '43', '36']",['38'],0.06,0.8,1.06
"['5', '43', '36']",['38'],0.06,0.81,1.07
"['5', '43', '38']",['36'],0.06,0.71,1.13
"['7', '43', '36']",['38'],0.06,0.85,1.13
"['7', '43', '38']",['36'],0.06,0.71,1.13
"['8', '43', '36']",['38'],0.12,0.84,1.11
"['9', '43', '36']",['38'],0.1,0.82,1.09
"['9', '43', '38']",['36'],0.1,0.7,1.12
"['48', '45', '36']",['38'],0.05,0.81,1.07
"['48', '36', '47']",['38'],0.13,0.83,1.1
"['49', '36', '47']",['38'],0.06,0.8,1.06
"['5', '36', '47']",['38'],0.07,0.79,1.05
"['5', '38', '47']",['36'],0.07,0.71,1.13
"['7', '36', '47']",['38'],0.07,0.84,1.11
"['7', '38', '47']",['36'],0.07,0.73,1.16
"['8', '36', '47']",['38'],0.12,0.83,1.09
"['9', '36', '47']",['38'],0.11,0.81,1.07
"['48', '49', '36']",['38'],0.07,0.82,1.09
"['48', '5', '36']",['38'],0.07,0.79,1.04
"['48', '7', '36']",['38'],0.08,0.83,1.1
"['48', '8', '36']",['38'],0.15,0.82,1.09
"['48', '9', '36']",['38'],0.12,0.81,1.07
"['8', '49', '36']",['38'],0.07,0.8,1.06
"['9', '49', '36']",['38'],0.06,0.78,1.04
"['5', '8', '36']",['38'],0.07,0.81,1.06
"['5', '9', '36']",['38'],0.07,0.82,1.09
"['8', '7', '36']",['38'],0.07,0.79,1.05
"['8', '7', '38']",['36'],0.07,0.71,1.12
"['9', '7', '36']",['38'],0.06,0.81,1.07
"['8', '9', '36']",['38'],0.12,0.83,1.1
"['8', '7', '39']",['36'],0.05,0.74,1.18
"['8', '43', '40']",['36'],0.08,0.72,1.14
"['8', '43', '47']",['36'],0.07,0.7,1.12
"['48', '8', '7']",['36'],0.05,0.71,1.13
"['42', '40', '39']",['38'],0.05,0.82,1.08
"['43', '40', '39']",['38'],0.07,0.78,1.03
"['47', '40', '39']",['38'],0.08,0.81,1.07
"['48', '40', '39']",['38'],0.1,0.82,1.08
"['49', '40', '39']",['38'],0.05,0.78,1.04
"['5', '40', '39']",['38'],0.05,0.81,1.07
"['7', '40', '39']",['38'],0.05,0.82,1.09
"['8', '40', '39']",['38'],0.1,0.8,1.05
"['9', '40', '39']",['38'],0.08,0.78,1.04
"['48', '42', '39']",['38'],0.06,0.81,1.07
"['8', '42', '39']",['38'],0.05,0.82,1.08
"['47', '43', '39']",['38'],0.07,0.81,1.08
"['48', '43', '39']",['38'],0.08,0.84,1.11
"['8', '43', '39']",['38'],0.08,0.85,1.12
"['9', '43', '39']",['38'],0.07,0.8,1.06
"['48', '47', '39']",['38'],0.1,0.83,1.1
"['47', '8', '39']",['38'],0.09,0.83,1.09
"['47', '9', '39']",['38'],0.08,0.8,1.06
"['48', '49', '39']",['38'],0.06,0.82,1.08
"['48', '5', '39']",['38'],0.05,0.81,1.07
"['48', '7', '39']",['38'],0.06,0.85,1.12
"['48', '8', '39']",['38'],0.11,0.82,1.08
"['48', '9', '39']",['38'],0.09,0.82,1.09
"['8', '49', '39']",['38'],0.05,0.79,1.05
"['5', '8', '39']",['38'],0.06,0.82,1.09
"['8', '7', '39']",['38'],0.06,0.84,1.11
"['8', '9', '39']",['38'],0.09,0.84,1.1
"['48', '4', '8']",['38'],0.05,0.85,1.13
"['42', '40', '47']",['38'],0.05,0.81,1.07
"['48', '42', '40']",['38'],0.06,0.81,1.06
"['8', '42', '40']",['38'],0.06,0.83,1.09
"['43', '40', '47']",['38'],0.07,0.79,1.04
"['48', '43', '40']",['38'],0.09,0.8,1.06
"['8', '43', '40']",['38'],0.09,0.81,1.07
"['9', '43', '40']",['38'],0.07,0.8,1.05
"['48', '40', '47']",['38'],0.09,0.8,1.06
"['8', '40', '47']",['38'],0.09,0.82,1.08
"['9', '40', '47']",['38'],0.08,0.8,1.05
"['48', '49', '40']",['38'],0.05,0.82,1.08
"['48', '5', '40']",['38'],0.05,0.82,1.08
"['48', '7', '40']",['38'],0.06,0.82,1.09
"['48', '8', '40']",['38'],0.11,0.81,1.08
"['48', '9', '40']",['38'],0.09,0.8,1.06
"['8', '49', '40']",['38'],0.05,0.79,1.04
"['5', '8', '40']",['38'],0.05,0.79,1.04
"['8', '7', '40']",['38'],0.05,0.77,1.02
"['8', '9', '40']",['38'],0.09,0.8,1.06
"['48', '42', '47']",['38'],0.06,0.8,1.06
"['8', '42', '47']",['38'],0.05,0.82,1.09
"['48', '8', '42']",['38'],0.06,0.83,1.09
"['48', '42', '9']",['38'],0.05,0.83,1.1
"['48', '43', '47']",['38'],0.09,0.83,1.1
"['8', '43', '47']",['38'],0.08,0.83,1.1
"['9', '43', '47']",['38'],0.08,0.8,1.06
"['48', '49', '43']",['38'],0.05,0.84,1.1
"['48', '5', '43']",['38'],0.05,0.8,1.06
"['48', '7', '43']",['38'],0.05,0.86,1.14
"['48', '8', '43']",['38'],0.1,0.85,1.12
"['48', '9', '43']",['38'],0.09,0.82,1.09
"['8', '9', '43']",['38'],0.08,0.85,1.12
"['48', '49', '47']",['38'],0.05,0.82,1.08
"['48', '5', '47']",['38'],0.05,0.79,1.04
"['48', '7', '47']",['38'],0.05,0.85,1.13
"['48', '8', '47']",['38'],0.11,0.84,1.1
"['48', '9', '47']",['38'],0.09,0.82,1.08
"['8', '9', '47']",['38'],0.09,0.82,1.08
"['48', '8', '49']",['38'],0.06,0.83,1.1
"['48', '5', '8']",['38'],0.05,0.79,1.04
"['48', '5', '9']",['38'],0.05,0.8,1.06
"['48', '8', '7']",['38'],0.06,0.81,1.08
"['48', '7', '9']",['38'],0.05,0.83,1.1
"['48', '8', '9']",['38'],0.1,0.83,1.09
"['9', '8', '7']",['38'],0.05,0.82,1.08
"['21', '17', '14']",['38'],0.05,0.84,1.11
"['23', '17', '14']",['38'],0.05,0.86,1.13
"['17', '14', '28']",['38'],0.08,0.83,1.09
"['17', '29', '14']",['38'],0.07,0.82,1.09
"['17', '3', '14']",['38'],0.08,0.8,1.06
"['17', '33', '14']",['38'],0.06,0.87,1.15
"['35', '17', '14']",['38'],0.06,0.85,1.13
"['17', '36', '14']",['38'],0.1,0.84,1.11
"['17', '14', '39']",['38'],0.08,0.8,1.06
"['17', '40', '14']",['38'],0.07,0.81,1.07
"['17', '43', '14']",['38'],0.07,0.81,1.07
"['17', '14', '47']",['38'],0.07,0.82,1.08
"['48', '17', '14']",['38'],0.08,0.83,1.1
"['17', '8', '14']",['38'],0.08,0.83,1.1
"['17', '9', '14']",['38'],0.07,0.8,1.06
"['21', '14', '28']",['36'],0.05,0.71,1.13
"['21', '14', '28']",['38'],0.06,0.79,1.05
"['21', '29', '14']",['38'],0.05,0.84,1.12
"['21', '3', '14']",['38'],0.05,0.83,1.1
"['21', '36', '14']",['38'],0.07,0.81,1.07
"['21', '14', '38']",['36'],0.07,0.7,1.12
"['21', '14', '39']",['38'],0.05,0.79,1.05
"['21', '40', '14']",['38'],0.05,0.8,1.06
"['21', '48', '14']",['38'],0.06,0.82,1.08
"['21', '8', '14']",['38'],0.05,0.81,1.06
"['21', '9', '14']",['38'],0.05,0.8,1.05
"['23', '14', '28']",['38'],0.06,0.86,1.13
"['23', '3', '14']",['38'],0.05,0.84,1.11
"['23', '36', '14']",['38'],0.07,0.88,1.16
"['23', '14', '38']",['36'],0.07,0.72,1.15
"['48', '23', '14']",['36'],0.05,0.73,1.16
"['23', '40', '14']",['38'],0.05,0.83,1.1
"['23', '14', '47']",['38'],0.05,0.86,1.14
"['48', '23', '14']",['38'],0.06,0.86,1.14
"['23', '8', '14']",['38'],0.06,0.88,1.16
"['23', '9', '14']",['38'],0.05,0.86,1.14
"['36', '14', '25']",['38'],0.05,0.82,1.08
"['26', '36', '14']",['38'],0.05,0.87,1.14
"['26', '14', '38']",['36'],0.05,0.72,1.14
"['29', '14', '28']",['38'],0.07,0.82,1.08
"['3', '14', '28']",['38'],0.09,0.82,1.09
"['33', '14', '28']",['38'],0.06,0.84,1.11
"['35', '14', '28']",['36'],0.06,0.72,1.15
"['35', '14', '28']",['38'],0.08,0.85,1.12
"['36', '14', '28']",['38'],0.11,0.82,1.09
"['39', '14', '28']",['36'],0.07,0.7,1.12
"['43', '14', '28']",['36'],0.06,0.71,1.12
"['39', '14', '28']",['38'],0.08,0.8,1.05
"['40', '14', '28']",['38'],0.08,0.82,1.08
"['43', '14', '28']",['38'],0.08,0.83,1.1
"['47', '14', '28']",['38'],0.08,0.81,1.08
"['48', '14', '28']",['38'],0.1,0.82,1.08
"['5', '14', '28']",['38'],0.05,0.82,1.09
"['7', '14', '28']",['38'],0.05,0.87,1.15
"['8', '14', '28']",['38'],0.09,0.82,1.09
"['9', '14', '28']",['38'],0.08,0.8,1.05
"['29', '3', '14']",['38'],0.07,0.8,1.06
"['35', '29', '14']",['38'],0.05,0.79,1.04
"['29', '36', '14']",['38'],0.09,0.8,1.06
"['29', '14', '38']",['36'],0.09,0.71,1.13
"['29', '14', '39']",['36'],0.06,0.71,1.13
"['29', '40', '14']",['36'],0.06,0.7,1.12
"['29', '43', '14']",['36'],0.06,0.78,1.24
"['29', '14', '47']",['36'],0.06,0.7,1.12
"['48', '29', '14']",['36'],0.07,0.73,1.16
"['29', '14', '39']",['38'],0.06,0.8,1.05
"['29', '40', '14']",['38'],0.06,0.82,1.08
"['29', '43', '14']",['38'],0.06,0.78,1.04
"['29', '14', '47']",['38'],0.06,0.79,1.05
"['48', '29', '14']",['38'],0.08,0.82,1.08
"['8', '29', '14']",['38'],0.07,0.82,1.09
"['29', '9', '14']",['38'],0.07,0.82,1.09
"['33', '3', '14']",['38'],0.05,0.82,1.08
"['35', '3', '14']",['38'],0.07,0.84,1.12
"['36', '3', '14']",['38'],0.1,0.84,1.11
"['3', '14', '39']",['38'],0.08,0.81,1.07
"['40', '3', '14']",['38'],0.07,0.81,1.07
"['3', '43', '14']",['38'],0.07,0.83,1.09
"['3', '14', '47']",['38'],0.07,0.81,1.06
"['48', '3', '14']",['38'],0.09,0.84,1.11
"['8', '3', '14']",['38'],0.08,0.82,1.08
"['9', '3', '14']",['38'],0.07,0.82,1.08
"['35', '33', '14']",['38'],0.05,0.84,1.11
"['33', '36', '14']",['38'],0.07,0.84,1.11
"['33', '14', '39']",['38'],0.05,0.82,1.08
"['33', '40', '14']",['38'],0.06,0.84,1.11
"['33', '14', '47']",['38'],0.06,0.82,1.08
"['48', '33', '14']",['38'],0.06,0.81,1.07
"['33', '8', '14']",['38'],0.06,0.83,1.1
"['33', '9', '14']",['38'],0.05,0.84,1.1
"['35', '36', '14']",['38'],0.09,0.85,1.12
"['35', '14', '39']",['36'],0.06,0.7,1.12
"['35', '40', '14']",['36'],0.06,0.72,1.15
"['35', '43', '14']",['36'],0.05,0.73,1.16
"['35', '14', '39']",['38'],0.07,0.85,1.12
"['35', '40', '14']",['38'],0.07,0.86,1.13
"['35', '43', '14']",['38'],0.06,0.82,1.09
"['35', '14', '47']",['38'],0.06,0.82,1.08
"['35', '48', '14']",['38'],0.08,0.83,1.09
"['35', '8', '14']",['38'],0.07,0.85,1.12
"['35', '9', '14']",['38'],0.06,0.84,1.11
"['36', '14', '39']",['38'],0.1,0.81,1.07
"['40', '36', '14']",['38'],0.1,0.82,1.09
"['42', '36', '14']",['38'],0.06,0.84,1.11
"['36', '43', '14']",['38'],0.09,0.83,1.09
"['43', '14', '38']",['36'],0.09,0.71,1.13
"['36', '14', '47']",['38'],0.1,0.83,1.09
"['48', '36', '14']",['38'],0.12,0.82,1.08
"['36', '49', '14']",['38'],0.05,0.78,1.03
"['5', '36', '14']",['38'],0.07,0.84,1.11
"['5', '14', '38']",['36'],0.07,0.71,1.13
"['36', '7', '14']",['38'],0.06,0.82,1.09
"['8', '36', '14']",['38'],0.11,0.84,1.11
"['9', '36', '14']",['38'],0.09,0.81,1.08
"['40', '43', '14']",['36'],0.06,0.73,1.16
"['8', '43', '14']",['36'],0.06,0.72,1.14
"['40', '14', '39']",['38'],0.07,0.79,1.04
"['43', '14', '39']",['38'],0.06,0.81,1.07
"['47', '14', '39']",['38'],0.07,0.8,1.06
"['48', '14', '39']",['38'],0.08,0.81,1.06
"['5', '14', '39']",['38'],0.05,0.84,1.11
"['8', '14', '39']",['38'],0.09,0.82,1.08
"['9', '14', '39']",['38'],0.07,0.82,1.08
"['40', '43', '14']",['38'],0.07,0.84,1.11
"['40', '14', '47']",['38'],0.07,0.81,1.07
"['48', '40', '14']",['38'],0.09,0.81,1.07
"['8', '40', '14']",['38'],0.09,0.82,1.08
"['9', '40', '14']",['38'],0.07,0.82,1.09
"['48', '42', '14']",['38'],0.05,0.81,1.06
"['43', '14', '47']",['38'],0.06,0.82,1.08
"['48', '43', '14']",['38'],0.08,0.84,1.11
"['8', '43', '14']",['38'],0.07,0.85,1.12
"['9', '43', '14']",['38'],0.07,0.81,1.07
"['48', '14', '47']",['38'],0.08,0.82,1.08
"['8', '14', '47']",['38'],0.08,0.83,1.1
"['9', '14', '47']",['38'],0.07,0.82,1.09
"['48', '7', '14']",['38'],0.05,0.83,1.1
"['48', '8', '14']",['38'],0.09,0.81,1.07
"['48', '9', '14']",['38'],0.08,0.81,1.07
"['8', '9', '14']",['38'],0.08,0.82,1.09
"['18', '17', '36']",['38'],0.05,0.81,1.08
"['21', '17', '28']",['36'],0.05,0.7,1.12
"['21', '17', '28']",['38'],0.06,0.79,1.05
"['21', '17', '29']",['38'],0.06,0.85,1.12
"['21', '17', '3']",['38'],0.06,0.84,1.11
"['21', '17', '35']",['38'],0.05,0.9,1.18
"['21', '17', '36']",['38'],0.09,0.84,1.12
"['21', '17', '47']",['36'],0.05,0.73,1.16
"['21', '17', '8']",['36'],0.06,0.71,1.13
"['21', '17', '39']",['38'],0.06,0.83,1.1
"['21', '17', '40']",['38'],0.06,0.83,1.09
"['21', '17', '43']",['38'],0.06,0.84,1.1
"['21', '17', '47']",['38'],0.06,0.85,1.13
"['21', '48', '17']",['38'],0.07,0.83,1.1
"['21', '17', '8']",['38'],0.06,0.82,1.08
"['21', '17', '9']",['38'],0.06,0.85,1.13
"['17', '23', '28']",['36'],0.05,0.79,1.26
"['17', '23', '28']",['38'],0.05,0.82,1.09
"['17', '3', '23']",['36'],0.05,0.72,1.15
"['17', '3', '23']",['38'],0.06,0.8,1.06
"['17', '36', '23']",['38'],0.08,0.84,1.11
"['17', '23', '38']",['36'],0.08,0.74,1.19
"['48', '17', '23']",['36'],0.06,0.78,1.24
"['17', '8', '23']",['36'],0.06,0.77,1.23
"['17', '23', '39']",['38'],0.05,0.81,1.06
"['17', '40', '23']",['38'],0.05,0.8,1.05
"['17', '23', '47']",['38'],0.06,0.85,1.12
"['48', '17', '23']",['38'],0.06,0.85,1.12
"['17', '8', '23']",['38'],0.06,0.86,1.14
"['17', '9', '23']",['38'],0.05,0.83,1.09
"['17', '36', '25']",['38'],0.06,0.84,1.11
"['26', '17', '28']",['38'],0.05,0.81,1.08
"['26', '17', '36']",['38'],0.07,0.83,1.1
"['26', '17', '38']",['36'],0.07,0.72,1.15
"['26', '48', '17']",['38'],0.05,0.81,1.06
"['17', '29', '28']",['36'],0.07,0.71,1.12
"['17', '29', '28']",['38'],0.08,0.82,1.08
"['17', '3', '28']",['38'],0.1,0.83,1.09
"['17', '33', '28']",['38'],0.06,0.83,1.1
"['35', '17', '28']",['36'],0.07,0.71,1.13
"['35', '17', '28']",['38'],0.08,0.86,1.14
"['17', '36', '28']",['38'],0.12,0.81,1.07
"['17', '39', '28']",['36'],0.08,0.7,1.12
"['48', '17', '28']",['36'],0.09,0.71,1.12
"['17', '8', '28']",['36'],0.08,0.7,1.12
"['17', '39', '28']",['38'],0.09,0.82,1.08
"['17', '40', '28']",['38'],0.08,0.8,1.05
"['17', '42', '28']",['38'],0.05,0.83,1.09
"['17', '43', '28']",['38'],0.09,0.83,1.09
"['17', '47', '28']",['38'],0.09,0.83,1.1
"['48', '17', '28']",['38'],0.1,0.84,1.11
"['17', '49', '28']",['38'],0.05,0.85,1.13
"['5', '17', '28']",['38'],0.05,0.84,1.12
"['17', '7', '28']",['38'],0.06,0.87,1.14
"['17', '8', '28']",['38'],0.1,0.81,1.08
"['17', '9', '28']",['38'],0.09,0.83,1.1
"['17', '29', '3']",['38'],0.08,0.85,1.12
"['17', '29', '33']",['38'],0.05,0.87,1.15
"['35', '17', '29']",['38'],0.06,0.83,1.1
"['17', '29', '36']",['38'],0.1,0.83,1.09
"['17', '29', '43']",['36'],0.06,0.71,1.14
"['17', '29', '39']",['38'],0.07,0.82,1.08
"['17', '29', '40']",['38'],0.07,0.83,1.09
"['17', '29', '43']",['38'],0.07,0.82,1.08
